token,mean_importance_yta,mean_importance_nta,diff,count_yta_docs,count_nta_docs,abs_diff
game,0.36366957464274724,0.12116464883080869,0.24250492581193855,1,1,0.24250492581193855
toilet,0.0,0.24231346279916302,-0.24231346279916302,0,1,0.24231346279916302
financial,0.4801227176799725,0.7220558773175973,-0.24193315963762485,1,1,0.24193315963762485
writing,0.41169646174743935,0.6519734363743009,-0.2402769746268616,2,2,0.2402769746268616
yelling,0.18695446900210888,0.42640208890808107,-0.2394476199059722,2,3,0.2394476199059722
doing,0.0,0.2388547489368962,-0.2388547489368962,0,2,0.2388547489368962
into,0.5377993113478939,0.30020937177082563,0.2375899395770683,1,3,0.2375899395770683
wouldn,0.23613146700318702,0.0,0.23613146700318702,1,0,0.23613146700318702
thought,0.2358360262070115,0.0,0.2358360262070115,1,0,0.2358360262070115
refused,0.0,0.23560266521248974,-0.23560266521248974,0,2,0.23560266521248974
showing,0.7649365420700174,1.0,-0.23506345792998262,1,1,0.23506345792998262
used,0.23506117103972296,0.0,0.23506117103972296,1,0,0.23506117103972296
story,0.41980848893912526,0.18497548227614333,0.23483300666298193,1,1,0.23483300666298193
kids,0.19800368479400438,0.43234476066091343,-0.23434107586690905,2,2,0.23434107586690905
asking,0.6848924380042977,0.4509217833282477,0.23397065467604994,4,5,0.23397065467604994
parents,0.4469054120558925,0.2133464230584042,0.2335589889974883,2,3,0.2335589889974883
procrastinated,0.14882861995788413,0.3820251944471909,-0.23319657448930678,1,1,0.23319657448930678
shows,0.335059349637329,0.1018826036169039,0.23317674602042507,1,1,0.23317674602042507
debt,0.5308993925236446,0.2979111813721194,0.23298821115152518,1,1,0.23298821115152518
kid,0.0,0.23284435898134231,-0.23284435898134231,0,1,0.23284435898134231
disgusted,0.3484140459841145,0.11817032322275674,0.2302437227613578,1,1,0.2302437227613578
beautiful,0.22998772190242153,0.0,0.22998772190242153,1,0,0.22998772190242153
credit,0.14656334160948206,0.37619408542852617,-0.2296307438190441,1,1,0.2296307438190441
pressing,0.21385124232847708,0.443316782078352,-0.22946553974987494,1,1,0.22946553974987494
would,0.3575686212152093,0.12916685648764176,0.22840176472756757,1,1,0.22840176472756757
doesnt,0.0,0.22822527363840858,-0.22822527363840858,0,1,0.22822527363840858
polite,0.7718883739462298,1.0,-0.22811162605377022,1,1,0.22811162605377022
cousin,0.22779255287498038,0.0,0.22779255287498038,1,0,0.22779255287498038
false,0.0,0.22729297883791155,-0.22729297883791155,0,1,0.22729297883791155
am,0.33517653727631946,0.10805089084247074,0.22712564643384872,2,1,0.22712564643384872
character,0.0,0.22600018040094041,-0.22600018040094041,0,2,0.22600018040094041
37,0.0,0.22536910860977644,-0.22536910860977644,0,1,0.22536910860977644
freaked,0.0,0.22521304120105795,-0.22521304120105795,0,1,0.22521304120105795
better,0.0,0.22513016641921044,-0.22513016641921044,0,1,0.22513016641921044
go,0.6410755042862416,0.4160563373989763,0.2250191668872653,1,1,0.2250191668872653
back,0.5315418723223151,0.3068385146081343,0.22470335771418076,3,7,0.22470335771418076
gave,0.22332282112046173,0.0,0.22332282112046173,1,0,0.22332282112046173
another,0.22191346945485235,0.0,0.22191346945485235,1,0,0.22191346945485235
sisters,0.0,0.2211015678346069,-0.2211015678346069,0,1,0.2211015678346069
tyler,0.2210523749207938,0.0,0.2210523749207938,1,0,0.2210523749207938
spends,0.22030672782502836,0.0,0.22030672782502836,3,0,0.22030672782502836
plants,0.21990037136380342,0.0,0.21990037136380342,1,0,0.21990037136380342
hear,0.21958229914306154,0.0,0.21958229914306154,1,0,0.21958229914306154
quickly,0.0,0.21947104061110712,-0.21947104061110712,0,1,0.21947104061110712
stuff,0.3003568043002719,0.08101399394511626,0.21934281035515563,1,1,0.21934281035515563
lucky,0.32618895048936963,0.10784760394824132,0.2183413465411283,1,1,0.2183413465411283
hotel,0.0,0.21811571634890795,-0.21811571634890795,0,1,0.21811571634890795
biryani,0.0,0.21789400237727405,-0.21789400237727405,0,1,0.21789400237727405
sleepover,0.4535088198230764,0.23562952326577374,0.21787929655730265,1,1,0.21787929655730265
names,0.21756261543619262,0.0,0.21756261543619262,1,0,0.21756261543619262
kept,0.2854891907291806,0.06860143621125941,0.2168877545179212,1,1,0.2168877545179212
outsiders,0.216722886402837,0.0,0.216722886402837,1,0,0.216722886402837
between,0.3759880074311136,0.1593587434187066,0.216629264012407,1,1,0.216629264012407
negative,0.21596933208558783,0.0,0.21596933208558783,1,0,0.21596933208558783
screenshotting,0.0,0.215797131070923,-0.215797131070923,0,1,0.215797131070923
-,0.3701586588424261,0.15447670998537952,0.21568194885704658,14,15,0.21568194885704658
annoyed,0.21566969059550012,0.0,0.21566969059550012,1,0,0.21566969059550012
melbourne,0.2149085445971044,0.0,0.2149085445971044,1,0,0.2149085445971044
music,0.45221483102455917,0.6668664375571893,-0.21465160653263016,2,2,0.21465160653263016
mummies,0.28800010506877033,0.07361720846041134,0.214382896608359,1,1,0.214382896608359
tik,0.5203319728004667,0.3060575651289101,0.21427440767155664,2,2,0.21427440767155664
missing,0.0,0.2134829839561747,-0.2134829839561747,0,1,0.2134829839561747
talking,0.338503314255784,0.12562638076359683,0.21287693349218717,3,3,0.21287693349218717
cut,0.0,0.21164701760317725,-0.21164701760317725,0,1,0.21164701760317725
goes,0.0,0.21104612751978888,-0.21104612751978888,0,1,0.21104612751978888
40m,0.0,0.2107072325443461,-0.2107072325443461,0,1,0.2107072325443461
climbed,0.0,0.21024522262163564,-0.21024522262163564,0,1,0.21024522262163564
birthday,0.21021895886745443,0.0,0.21021895886745443,1,0,0.21021895886745443
weve,0.0,0.2101180674979963,-0.2101180674979963,0,1,0.2101180674979963
interactions,0.3149847877820285,0.10509522505521013,0.20988956272681836,1,1,0.20988956272681836
sydney,0.20947030871659955,0.0,0.20947030871659955,1,0,0.20947030871659955
led,0.39643483631724513,0.6054843992540062,-0.20904956293676108,1,1,0.20904956293676108
one,0.3706832296482384,0.16175165931359597,0.20893157033464244,1,4,0.20893157033464244
banged,0.1299423900946091,0.33849445546216295,-0.20855206536755386,1,1,0.20855206536755386
replacing,0.232424406213797,0.4404951613546561,-0.2080707551408591,1,2,0.2080707551408591
technical,0.2077231191608845,0.0,0.2077231191608845,1,0,0.2077231191608845
prepare,0.0,0.20614716613527312,-0.20614716613527312,0,1,0.20614716613527312
ran,0.0,0.20612848697973105,-0.20612848697973105,0,1,0.20612848697973105
45min,0.0,0.20612697836680238,-0.20612697836680238,0,1,0.20612697836680238
$,0.3508876242546122,0.14507120211837424,0.20581642213623794,1,1,0.20581642213623794
nope,0.20554434149840134,0.0,0.20554434149840134,1,0,0.20554434149840134
bestie,0.20420300112570827,0.0,0.20420300112570827,1,0,0.20420300112570827
filled,0.348853143690153,0.14488705774669824,0.20396608594345478,1,1,0.20396608594345478
onions,0.2038890843115116,0.0,0.2038890843115116,1,0,0.2038890843115116
contemplated,0.0,0.20336764020335335,-0.20336764020335335,0,1,0.20336764020335335
tradition,0.0,0.20319175792671357,-0.20319175792671357,0,1,0.20319175792671357
while,0.330345064486223,0.12731576437858436,0.20302930010763862,3,3,0.20302930010763862
rent,0.2027223115036616,0.0,0.2027223115036616,1,0,0.2027223115036616
messages,0.20232918321435242,0.0,0.20232918321435242,1,0,0.20232918321435242
purposefully,0.2017801696062781,0.0,0.2017801696062781,1,0,0.2017801696062781
common,0.0,0.20145569722049259,-0.20145569722049259,0,1,0.20145569722049259
free,0.20124454596850114,0.0,0.20124454596850114,1,0,0.20124454596850114
batch,0.20026426835758251,0.0,0.20026426835758251,1,0,0.20026426835758251
falling,0.11146796312747563,0.3108115156918706,-0.19934355256439495,1,1,0.19934355256439495
implants,0.19918425961741287,0.0,0.19918425961741287,1,0,0.19918425961741287
high,0.199077790663815,0.0,0.199077790663815,1,0,0.199077790663815
lol,0.5399183783829659,0.3413459592379738,0.19857241914499207,1,1,0.19857241914499207
college,0.6055703714201097,0.40729951012748594,0.19827086129262378,1,2,0.19827086129262378
diagnosed,0.5971838018883874,0.3992465318558191,0.19793727003256828,1,1,0.19793727003256828
listening,0.3260776560514665,0.12895560115697502,0.19712205489449147,1,1,0.19712205489449147
accepted,0.0,0.1963262092798859,-0.1963262092798859,0,1,0.1963262092798859
celebrated,0.0,0.19480511764654704,-0.19480511764654704,0,1,0.19480511764654704
