token,mean_importance_yta,mean_importance_nta,diff,count_yta_docs,count_nta_docs,abs_diff
responsibility,0.39998995742870924,0.20545468367150477,0.19453527375720447,1,2,0.19453527375720447
confused,0.16669033525563645,0.361136346004898,-0.19444601074926157,1,1,0.19444601074926157
weeks,0.1942165758539064,0.0,0.1942165758539064,2,0,0.1942165758539064
wear,0.19380897257186547,0.0,0.19380897257186547,1,0,0.19380897257186547
opens,0.0,0.19347591513225457,-0.19347591513225457,0,1,0.19347591513225457
door,0.0,0.1932300310560074,-0.1932300310560074,0,1,0.1932300310560074
full,0.1926821580454401,0.0,0.1926821580454401,1,0,0.1926821580454401
yo,0.1926009401413256,0.0,0.1926009401413256,1,0,0.1926009401413256
year,0.19240223924685532,0.0,0.19240223924685532,1,0,0.19240223924685532
since,0.2906468556430273,0.4826087529527965,-0.1919618973097692,7,6,0.1919618973097692
bags,0.19195805535023713,0.0,0.19195805535023713,1,0,0.19195805535023713
laws,0.0,0.19194553921688648,-0.19194553921688648,0,1,0.19194553921688648
its,0.1919304904805,0.0,0.1919304904805,1,0,0.1919304904805
answer,0.19181618751718582,0.0,0.19181618751718582,1,0,0.19181618751718582
dil,0.11768901424498505,0.3088893804433863,-0.19120036619840125,4,5,0.19120036619840125
tails,0.33178611108337885,0.1407293222070347,0.19105678887634414,2,2,0.19105678887634414
fortnite,0.0,0.1907278333911488,-0.1907278333911488,0,1,0.1907278333911488
keeps,0.5189324224748285,0.3286350116218338,0.19029741085299473,2,2,0.19029741085299473
climbing,0.13514361421214807,0.32476219353658864,-0.18961857932444057,1,1,0.18961857932444057
closing,0.0,0.18953295136792947,-0.18953295136792947,0,1,0.18953295136792947
appreciated,0.1888404437622331,0.0,0.1888404437622331,1,0,0.1888404437622331
saw,0.0,0.18873831716027364,-0.18873831716027364,0,1,0.18873831716027364
many,0.18849153358328286,0.0,0.18849153358328286,1,0,0.18849153358328286
or,0.31111649295655724,0.12294180891051518,0.18817468404604207,2,1,0.18817468404604207
multigenerational,0.0,0.18741091019945186,-0.18741091019945186,0,1,0.18741091019945186
hint,0.546870617311337,0.7339958670948781,-0.18712524978354106,1,1,0.18712524978354106
learn,0.18681411725240418,0.0,0.18681411725240418,1,0,0.18681411725240418
garden,0.398032187648941,0.2113652683522929,0.18666691929664808,4,4,0.18666691929664808
can,0.0,0.18659168440304674,-0.18659168440304674,0,3,0.18659168440304674
towards,0.0,0.18614257418797586,-0.18614257418797586,0,1,0.18614257418797586
us,0.1858173259749273,0.0,0.1858173259749273,2,0,0.1858173259749273
south,0.25132411000845317,0.0657080701374384,0.18561603987101477,1,1,0.18561603987101477
agrees,0.20005268141145208,0.38500140132287247,-0.1849487199114204,1,1,0.1849487199114204
history,0.18421311427044781,0.0,0.18421311427044781,1,0,0.18421311427044781
duolingo,0.3219232066707101,0.13834323861368517,0.18357996805702495,2,2,0.18357996805702495
reduction,0.0,0.18313143640492824,-0.18313143640492824,0,1,0.18313143640492824
40f,0.2870972565429717,0.4701814169645234,-0.18308416042155173,1,1,0.18308416042155173
process,0.0,0.18239897505387395,-0.18239897505387395,0,2,0.18239897505387395
big,0.0,0.1821021251988728,-0.1821021251988728,0,1,0.1821021251988728
breeders,0.0,0.18133996677787764,-0.18133996677787764,0,1,0.18133996677787764
receptionist,0.4209680394546719,0.6019379461237505,-0.18096990666907858,4,4,0.18096990666907858
allowed,0.0,0.18042651112215602,-0.18042651112215602,0,1,0.18042651112215602
before,0.10559789997238139,0.28601572566784333,-0.18041782569546194,2,1,0.18041782569546194
23m,0.0,0.18026835155829662,-0.18026835155829662,0,1,0.18026835155829662
visits,0.0,0.1800611949263386,-0.1800611949263386,0,1,0.1800611949263386
relatives,0.17997393178845644,0.0,0.17997393178845644,1,0,0.17997393178845644
onesies,0.0,0.17791606586829203,-0.17791606586829203,0,1,0.17791606586829203
demanding,0.2737591052786833,0.0966904885809359,0.1770686166977474,1,1,0.1770686166977474
more,0.17677535993916396,0.0,0.17677535993916396,1,0,0.17677535993916396
side,0.0,0.17668888180940995,-0.17668888180940995,0,1,0.17668888180940995
bored,0.17662708042814573,0.0,0.17662708042814573,1,0,0.17662708042814573
husband,0.30247552011028445,0.4790708775543163,-0.17659535744403188,29,28,0.17659535744403188
job,0.0850500747424437,0.26154189028042335,-0.17649181553797966,1,1,0.17649181553797966
packed,0.2880653054420353,0.1118968683878813,0.176168437054154,1,1,0.176168437054154
military,0.17605806393613177,0.0,0.17605806393613177,1,0,0.17605806393613177
:,0.3507903256783643,0.17572913478174107,0.17506119089662325,4,4,0.17506119089662325
suffered,0.0,0.17493296309800138,-0.17493296309800138,0,1,0.17493296309800138
bed,0.0,0.17477926997523016,-0.17477926997523016,0,1,0.17477926997523016
anyone,0.17464462854160367,0.0,0.17464462854160367,1,0,0.17464462854160367
honoring,0.28954869541786954,0.11492916429107171,0.17461953112679784,1,1,0.17461953112679784
cannot,0.17445579515232842,0.0,0.17445579515232842,2,0,0.17445579515232842
gift,0.2845631407775353,0.11012951254182227,0.17443362823571304,1,1,0.17443362823571304
easy,0.0,0.174392641353106,-0.174392641353106,0,1,0.174392641353106
dogs,0.1738229756521874,0.0,0.1738229756521874,1,0,0.1738229756521874
;,0.3006510999788412,0.12734856055227983,0.17330253942656138,1,1,0.17330253942656138
drumming,0.13840075636555027,0.3116824025459386,-0.17328164618038833,1,1,0.17328164618038833
100,0.0,0.1731146880238537,-0.1731146880238537,0,1,0.1731146880238537
passes,0.17291478860234863,0.0,0.17291478860234863,1,0,0.17291478860234863
visitation,0.0,0.17267086428531478,-0.17267086428531478,0,1,0.17267086428531478
unwanted,0.0,0.17186338348986294,-0.17186338348986294,0,1,0.17186338348986294
past,0.17132237434010406,0.0,0.17132237434010406,1,0,0.17132237434010406
f25,0.1711388642501302,0.0,0.1711388642501302,1,0,0.1711388642501302
interested,0.1709279284567902,0.0,0.1709279284567902,1,0,0.1709279284567902
words,0.17092017253258301,0.0,0.17092017253258301,1,0,0.17092017253258301
any,0.17072724203019504,0.0,0.17072724203019504,1,0,0.17072724203019504
alterations,0.17028968798992003,0.0,0.17028968798992003,1,0,0.17028968798992003
recently,0.26584949050854556,0.09592288554056087,0.16992660496798467,1,3,0.16992660496798467
appreciate,0.21876749794299077,0.04886859142327761,0.16989890651971318,2,1,0.16989890651971318
marie,0.1694688529138702,0.0,0.1694688529138702,2,0,0.1694688529138702
maternal,0.0900992599513807,0.259229100658679,-0.1691298407072983,1,1,0.1691298407072983
probably,0.1688132036842282,0.0,0.1688132036842282,1,0,0.1688132036842282
brought,0.16876597252948441,0.0,0.16876597252948441,1,0,0.16876597252948441
gone,0.285591373221639,0.11699373159775696,0.16859764162388208,1,1,0.16859764162388208
disagreement,0.0,0.16812743630818316,-0.16812743630818316,0,1,0.16812743630818316
vet,0.0,0.1676622643350585,-0.1676622643350585,0,2,0.1676622643350585
guardians,0.0,0.1671358125844934,-0.1671358125844934,0,1,0.1671358125844934
there,0.3667537135990985,0.19965395951326062,0.16709975408583785,2,1,0.16709975408583785
response,0.16692051967178054,0.0,0.16692051967178054,1,0,0.16692051967178054
cook,0.06552859246428504,0.23213247003691018,-0.16660387757262513,1,1,0.16660387757262513
doesn,0.0,0.16654874922403345,-0.16654874922403345,0,1,0.16654874922403345
head,0.16646303511669863,0.0,0.16646303511669863,1,0,0.16646303511669863
fallout,0.31261200358967994,0.14716300945153807,0.16544899413814187,1,1,0.16544899413814187
spoons,0.0,0.16475396406564916,-0.16475396406564916,0,1,0.16475396406564916
dropped,0.1646888770804614,0.0,0.1646888770804614,1,0,0.1646888770804614
!,0.0,0.1646496971154311,-0.1646496971154311,0,3,0.1646496971154311
share,0.16436053624435926,0.0,0.16436053624435926,1,0,0.16436053624435926
things,0.16343473903229205,0.0,0.16343473903229205,2,0,0.16343473903229205
face,0.3650590567695219,0.2016937960663222,0.16336526070319968,1,2,0.16336526070319968
night,0.1631631321709057,0.0,0.1631631321709057,1,0,0.1631631321709057
crush,0.0,0.16227613344978756,-0.16227613344978756,0,1,0.16227613344978756
sunburns,0.16200681442871162,0.0,0.16200681442871162,1,0,0.16200681442871162
ordered,0.16199028686796801,0.0,0.16199028686796801,1,0,0.16199028686796801
tried,0.0,0.16046655961671072,-0.16046655961671072,0,2,0.16046655961671072
53,0.16001212068301573,0.0,0.16001212068301573,1,0,0.16001212068301573
foreign,0.0,0.15939855106614628,-0.15939855106614628,0,1,0.15939855106614628
gladly,0.15907146792401175,0.0,0.15907146792401175,1,0,0.15907146792401175
airport,0.705992132683101,0.5472897928022548,0.15870233988084625,1,1,0.15870233988084625
miracle,0.15866025653231527,0.0,0.15866025653231527,1,0,0.15866025653231527
pottery,0.15802216520385778,0.0,0.15802216520385778,1,0,0.15802216520385778
inappropriate,0.0,0.1578892091388674,-0.1578892091388674,0,1,0.1578892091388674
grave,0.35348727543892366,0.19582529490181647,0.1576619805371072,1,1,0.1576619805371072
agreement,0.29161158135649545,0.44899850102165656,-0.1573869196651611,1,1,0.1573869196651611
whines,0.28994307103716277,0.132716486513694,0.15722658452346877,1,1,0.15722658452346877
pay,0.36325437976297925,0.20643431310580074,0.15682006665717851,1,1,0.15682006665717851
ask,0.15635595098141292,0.0,0.15635595098141292,1,0,0.15635595098141292
wanting,0.2587199858009977,0.10278336105087803,0.15593662475011966,1,1,0.15593662475011966
love,0.0,0.15581608967285118,-0.15581608967285118,0,1,0.15581608967285118
next,0.0,0.15557544363019293,-0.15557544363019293,0,1,0.15557544363019293
store,0.0,0.1555448647506295,-0.1555448647506295,0,1,0.1555448647506295
wedding,0.2386490907301021,0.08316153962619123,0.15548755110391088,1,1,0.15548755110391088
asks,0.12862546060766372,0.28404728266163454,-0.15542182205397082,2,2,0.15542182205397082
total,0.0,0.15455603403561835,-0.15455603403561835,0,1,0.15455603403561835
locked,0.3010780266048135,0.14654470337184405,0.15453332323296942,1,1,0.15453332323296942
whacks,0.15384778730658139,0.0,0.15384778730658139,1,0,0.15384778730658139
arguing,0.2576336028957861,0.4114234586014364,-0.15378985570565035,4,4,0.15378985570565035
ruined,0.0,0.15378824229647808,-0.15378824229647808,0,1,0.15378824229647808
feels,0.2571632673690941,0.10353391312850069,0.15362935424059343,1,2,0.15362935424059343
child,0.1535240109094048,0.0,0.1535240109094048,1,0,0.1535240109094048
grade,0.0,0.1533949515253329,-0.1533949515253329,0,1,0.1533949515253329
girl,0.15324415856540702,0.0,0.15324415856540702,1,0,0.15324415856540702
their,0.15297424357726128,0.0,0.15297424357726128,4,0,0.15297424357726128
access,0.14836637298091043,0.3010413946662708,-0.15267502168536035,1,1,0.15267502168536035
does,0.1524070774751385,0.0,0.1524070774751385,1,0,0.1524070774751385
basketball,0.15215093259927803,0.0,0.15215093259927803,1,0,0.15215093259927803
new,0.2230924890064782,0.37507808965923994,-0.15198560065276173,2,1,0.15198560065276173
ruining,0.3142097151399583,0.4660495444242637,-0.1518398292843054,2,1,0.1518398292843054
move,0.0,0.15175488037242563,-0.15175488037242563,0,1,0.15175488037242563
housing,0.1515947239051521,0.0,0.1515947239051521,1,0,0.1515947239051521
helping,0.227010882955714,0.3785843788009065,-0.1515734958451925,1,1,0.1515734958451925
friendship,0.3494560849905229,0.1980731795232053,0.15138290546731759,1,1,0.15138290546731759
uncles,0.0,0.1511796219375581,-0.1511796219375581,0,1,0.1511796219375581
putting,0.17158296518740715,0.3227492563553785,-0.15116629116797134,1,1,0.15116629116797134
4,0.0,0.1509468109255539,-0.1509468109255539,0,1,0.1509468109255539
budget,0.21600007463879525,0.0655144419630508,0.15048563267574444,1,1,0.15048563267574444
relationship,0.30189209132689343,0.15145282361911,0.15043926770778343,1,2,0.15043926770778343
developed,0.0,0.15035802579309931,-0.15035802579309931,0,1,0.15035802579309931
yogurt,0.0,0.14994103636163866,-0.14994103636163866,0,1,0.14994103636163866
meal,0.0,0.14957986351463792,-0.14957986351463792,0,1,0.14957986351463792
these,0.14957309523296985,0.0,0.14957309523296985,1,0,0.14957309523296985
became,0.0,0.1490209264263675,-0.1490209264263675,0,2,0.1490209264263675
change,0.4824583431468893,0.33357940302429423,0.14887894012259506,1,1,0.14887894012259506
grandfather,0.0,0.1488339901673715,-0.1488339901673715,0,1,0.1488339901673715
special,0.14874661686270202,0.0,0.14874661686270202,1,0,0.14874661686270202
food,0.0,0.14848283659160408,-0.14848283659160408,0,1,0.14848283659160408
proactive,0.14786850407398527,0.0,0.14786850407398527,1,0,0.14786850407398527
hired,0.1477436085919924,0.0,0.1477436085919924,1,0,0.1477436085919924
justified,0.14757571327631996,0.0,0.14757571327631996,1,0,0.14757571327631996
babied,0.14689947721951618,0.0,0.14689947721951618,1,0,0.14689947721951618
knocks,0.0,0.14660526204047086,-0.14660526204047086,0,1,0.14660526204047086
animal,0.1462092936023584,0.0,0.1462092936023584,1,0,0.1462092936023584
never,0.20978300138769274,0.3559108001418484,-0.14612779875415566,2,2,0.14612779875415566
telling,0.3782418004333884,0.23221954000369058,0.14602226042969782,7,9,0.14602226042969782
late,0.0,0.14565303321174686,-0.14565303321174686,0,1,0.14565303321174686
get,0.282424252170662,0.4279936870898242,-0.1455694349191622,2,2,0.1455694349191622
today,0.3357507410544232,0.19029680585947872,0.14545393519494448,2,2,0.14545393519494448
unload,0.0,0.1452877780556878,-0.1452877780556878,0,1,0.1452877780556878
getting,0.31618188135842595,0.17096625084455522,0.14521563051387074,5,5,0.14521563051387074
quite,0.40440820409250744,0.26019578499933754,0.1442124190931699,2,2,0.1442124190931699
business,0.0,0.14382935119016943,-0.14382935119016943,0,1,0.14382935119016943
clinic,0.14332596983813295,0.0,0.14332596983813295,1,0,0.14332596983813295
niece,0.7453776500757114,0.8879072934549193,-0.14252964337920782,4,4,0.14252964337920782
household,0.2451226475588075,0.3869390927619762,-0.1418164452031687,1,1,0.1418164452031687
sayonara,0.1416715987906951,0.0,0.1416715987906951,1,0,0.1416715987906951
large,0.3113671967614201,0.169820960401672,0.1415462363597481,2,2,0.1415462363597481
nail,0.0,0.14113584432270118,-0.14113584432270118,0,1,0.14113584432270118
yet,0.1411214903802172,0.0,0.1411214903802172,1,0,0.1411214903802172
supposed,0.14111883818460572,0.0,0.14111883818460572,1,0,0.14111883818460572
permission,0.3275202523752821,0.18679869885842854,0.14072155351685356,1,1,0.14072155351685356
right,0.0,0.14056223878710522,-0.14056223878710522,0,1,0.14056223878710522
groceries,0.14044418979324605,0.0,0.14044418979324605,1,0,0.14044418979324605
rude,0.5283743012713956,0.3883395066380258,0.14003479463336982,2,2,0.14003479463336982
costs,0.13992817284440798,0.0,0.13992817284440798,1,0,0.13992817284440798
nothing,0.21271559744935448,0.3522223691860278,-0.1395067717366733,2,2,0.1395067717366733
texted,0.11165024130369879,0.2510034068657623,-0.1393531655620635,1,2,0.1393531655620635
really,0.0,0.13905071954008058,-0.13905071954008058,0,2,0.13905071954008058
closer,0.0,0.13839820856700322,-0.13839820856700322,0,1,0.13839820856700322
seemed,0.376503327583142,0.23820637794533503,0.13829694963780695,1,1,0.13829694963780695
knew,0.30985113512964096,0.17171897206557685,0.13813216306406412,1,2,0.13813216306406412
missed,0.29659067373930276,0.15860836872346248,0.13798230501584027,1,1,0.13798230501584027
rehome,0.325242699065934,0.18771056134480077,0.13753213772113324,1,1,0.13753213772113324
partner,0.1923392039599935,0.3296558305336925,-0.13731662657369903,12,11,0.13731662657369903
impact,0.1372843555909747,0.0,0.1372843555909747,1,0,0.1372843555909747
younger,0.0,0.137253647530085,-0.137253647530085,0,1,0.137253647530085
‘,0.1927541508899449,0.055781490970975095,0.1369726599189698,1,1,0.1369726599189698
eventually,0.0,0.13657708940770108,-0.13657708940770108,0,1,0.13657708940770108
changes,0.13630198379763064,0.0,0.13630198379763064,1,0,0.13630198379763064
lot,0.3118673057476585,0.17676245942750565,0.13510484632015282,2,2,0.13510484632015282
sunscreen,0.13899327427218838,0.2733588017883426,-0.13436552751615422,2,2,0.13436552751615422
comb,0.0,0.13430140616166067,-0.13430140616166067,0,1,0.13430140616166067
available,0.0,0.1335002132971444,-0.1335002132971444,0,1,0.1335002132971444
buys,0.0,0.13320987057028089,-0.13320987057028089,0,1,0.13320987057028089
complication,0.34306483434143686,0.20989255154000622,0.13317228280143065,1,1,0.13317228280143065
ago,0.0,0.13241870398338682,-0.13241870398338682,0,1,0.13241870398338682
f32,0.3309724597097846,0.19941575890308122,0.1315567008067034,1,1,0.1315567008067034
scavenger,0.8684872019460087,1.0,-0.1315127980539913,1,1,0.1315127980539913
wife,0.5485789718750497,0.4171718122939671,0.13140715958108257,22,23,0.13140715958108257
practice,0.131197899770089,0.0,0.131197899770089,1,0,0.131197899770089
died,0.13104207278220034,0.0,0.13104207278220034,2,0,0.13104207278220034
hair,0.2941053336735672,0.16316102502415744,0.13094430864940979,1,1,0.13094430864940979
important,0.0,0.1303370138650345,-0.1303370138650345,0,1,0.1303370138650345
by,0.18513014277051135,0.31514587792818344,-0.1300157351576721,3,4,0.1300157351576721
offered,0.19520337074978814,0.06554347279197231,0.12965989795781582,1,1,0.12965989795781582
docked,0.12964919407683356,0.0,0.12964919407683356,1,0,0.12964919407683356
help,0.12929039635565137,0.0,0.12929039635565137,2,0,0.12929039635565137
then,0.35553700949582806,0.22634577152876267,0.1291912379670654,3,3,0.1291912379670654
jerk,0.2854332218760979,0.156270347085127,0.12916287479097088,1,1,0.12916287479097088
responsibilities,0.0,0.1287754106675679,-0.1287754106675679,0,1,0.1287754106675679
world,0.12868169534779744,0.0,0.12868169534779744,1,0,0.12868169534779744
turns,0.11524549389472981,0.24379629666328204,-0.12855080276855224,1,1,0.12855080276855224
dress,0.23872105305727503,0.36714554862301263,-0.1284244955657376,1,1,0.1284244955657376
proceededs,0.0,0.12812100477105548,-0.12812100477105548,0,1,0.12812100477105548
rehoming,0.2879046400789905,0.1598309450060266,0.12807369507296393,1,1,0.12807369507296393
messaged,0.4508961027648647,0.5786090774108563,-0.12771297464599163,2,2,0.12771297464599163
reading,0.0,0.12764533003840703,-0.12764533003840703,0,1,0.12764533003840703
culture,0.12730761368208884,0.0,0.12730761368208884,1,0,0.12730761368208884
made,0.2792984672491556,0.1519969223313789,0.12730154491777668,5,5,0.12730154491777668
tanner,0.36389352245924683,0.4911856486744645,-0.12729212621521768,1,1,0.12729212621521768
evening,0.0,0.12666900203948034,-0.12666900203948034,0,1,0.12666900203948034
permit,0.12604398522243385,0.0,0.12604398522243385,1,0,0.12604398522243385
fight,0.3363323255587261,0.21038722498754414,0.12594510057118197,1,2,0.12594510057118197
circumstances,0.0,0.12585298635357406,-0.12585298635357406,0,1,0.12585298635357406
closest,0.3527400094912728,0.2275915161877262,0.12514849330354663,1,1,0.12514849330354663
thing,0.31053664143251947,0.18563149078697483,0.12490515064554464,2,1,0.12490515064554464
going,0.0,0.12454320163605151,-0.12454320163605151,0,1,0.12454320163605151
recipes,0.12391679415711418,0.0,0.12391679415711418,1,0,0.12391679415711418
screenshots,0.37286764287860696,0.24895520687399986,0.12391243600460711,1,1,0.12391243600460711
cousins,0.3164575461929984,0.1928019097092161,0.12365563648378228,3,3,0.12365563648378228
enough,0.0,0.12355566658564845,-0.12355566658564845,0,1,0.12355566658564845
conditions,0.0,0.12343217180061013,-0.12343217180061013,0,1,0.12343217180061013
using,0.12313272981696452,0.0,0.12313272981696452,1,0,0.12313272981696452
exam,0.0,0.12250225986417108,-0.12250225986417108,0,1,0.12250225986417108
forward,0.0,0.12218192779104324,-0.12218192779104324,0,1,0.12218192779104324
family,0.3086948104818442,0.18702148740889535,0.12167332307294887,5,4,0.12167332307294887
moved,0.0,0.12167237106024016,-0.12167237106024016,0,2,0.12167237106024016
loud,0.0,0.1213801308350348,-0.1213801308350348,0,1,0.1213801308350348
gardening,0.22953095495847883,0.108393373474152,0.12113758148432684,1,1,0.12113758148432684
window,0.1261020879413811,0.2471280504531381,-0.12102596251175698,2,2,0.12102596251175698
invested,0.12093568162534767,0.0,0.12093568162534767,1,0,0.12093568162534767
saying,0.09294386728163281,0.21367751351985637,-0.12073364623822355,1,2,0.12073364623822355
replied,0.0,0.12070796756025423,-0.12070796756025423,0,1,0.12070796756025423
struggle,0.12069321870130577,0.0,0.12069321870130577,1,0,0.12069321870130577
laid,0.12058444322703761,0.0,0.12058444322703761,1,0,0.12058444322703761
46m,0.12052874321999825,0.0,0.12052874321999825,1,0,0.12052874321999825
met,0.0,0.11971059004585961,-0.11971059004585961,0,1,0.11971059004585961
shortcomings,0.11963892384722463,0.0,0.11963892384722463,1,0,0.11963892384722463
rest,0.11962779816408758,0.0,0.11962779816408758,1,0,0.11962779816408758
unemployed,0.11897922044186167,0.0,0.11897922044186167,1,0,0.11897922044186167
married,0.0,0.1188705041535306,-0.1188705041535306,0,1,0.1188705041535306
d,0.29354119719539,0.4122889386472793,-0.11874774145188927,2,1,0.11874774145188927
daycare,0.1899102140623044,0.30856053260435296,-0.11865031854204855,4,4,0.11865031854204855
cancer,0.0,0.11857766787838883,-0.11857766787838883,0,1,0.11857766787838883
around,0.18409723220422605,0.3026017959724023,-0.11850456376817622,3,3,0.11850456376817622
tv,0.3146469468215155,0.196230969628332,0.1184159771931835,1,1,0.1184159771931835
think,0.3009570051180805,0.18255883166890127,0.11839817344917922,3,1,0.11839817344917922
fees,0.11815806909792223,0.0,0.11815806909792223,1,0,0.11815806909792223
mother,0.5790319467168092,0.46128544800296195,0.11774649871384729,2,3,0.11774649871384729
actions,0.0,0.11740765213013656,-0.11740765213013656,0,1,0.11740765213013656
calling,0.0,0.11733019815440404,-0.11733019815440404,0,1,0.11733019815440404
unfortunately,0.1173153431911518,0.0,0.1173153431911518,1,0,0.1173153431911518
flute,0.2182068532607896,0.10176406562444001,0.11644278763634958,2,2,0.11644278763634958
excessive,0.5090214867514564,0.39258608048121413,0.11643540627024229,1,1,0.11643540627024229
basically,0.5369853865085074,0.6530462567458554,-0.11606087023734801,2,2,0.11606087023734801
eager,0.2693983692665087,0.384836382963469,-0.11543801369696033,1,1,0.11543801369696033
cars,0.0,0.114605486942385,-0.114605486942385,0,1,0.114605486942385
middle,0.0,0.11451790710693809,-0.11451790710693809,0,1,0.11451790710693809
shocking,0.11422292770949911,0.0,0.11422292770949911,1,0,0.11422292770949911
surprised,0.41123405896101795,0.2970275647380824,0.11420649422293555,1,1,0.11420649422293555
cornered,0.3259668951432323,0.2118089797272148,0.1141579154160175,1,1,0.1141579154160175
administration,0.336130797366759,0.22198328233141415,0.11414751503534484,1,1,0.11414751503534484
technically,0.0,0.11408773501227681,-0.11408773501227681,0,1,0.11408773501227681
found,0.05132226054366338,0.16535930076803732,-0.11403704022437394,1,1,0.11403704022437394
moreover,0.0,0.11396179902072952,-0.11396179902072952,0,1,0.11396179902072952
grieving,0.34281880233762996,0.4565159904302507,-0.11369718809262075,2,2,0.11369718809262075
request,0.0,0.11354007402332005,-0.11354007402332005,0,2,0.11354007402332005
theses,0.0,0.11336603002654955,-0.11336603002654955,0,1,0.11336603002654955
rabbit,0.12471126265567863,0.2377590635573607,-0.11304780090168208,1,1,0.11304780090168208
“,0.16096117737206586,0.2737854556445063,-0.11282427827244043,2,1,0.11282427827244043
hated,0.11278533410554863,0.0,0.11278533410554863,1,0,0.11278533410554863
be,0.31402268048296555,0.42679487905797237,-0.11277219857500681,8,6,0.11277219857500681
spoon,1.0,0.8878518604222714,0.11214813957772862,1,1,0.11214813957772862
clear,0.11158298160134272,0.0,0.11158298160134272,1,0,0.11158298160134272
result,0.11154451366254894,0.0,0.11154451366254894,1,0,0.11154451366254894
grand,0.1111561723825875,0.0,0.1111561723825875,1,0,0.1111561723825875
decline,0.0,0.11091208146621427,-0.11091208146621427,0,1,0.11091208146621427
product,0.16928683066162506,0.28012832901012946,-0.1108414983485044,1,1,0.1108414983485044
went,0.2639752463362878,0.3746866322475366,-0.1107113859112488,3,6,0.1107113859112488
means,0.3390056174179871,0.22843895643626785,0.11056666098171927,1,1,0.11056666098171927
aren,0.0,0.11050059036911919,-0.11050059036911919,0,1,0.11050059036911919
eating,0.11028733685798035,0.0,0.11028733685798035,1,0,0.11028733685798035
wasn,0.2135495323541113,0.32301711612169487,-0.10946758376758356,1,1,0.10946758376758356
been,0.3549164772755645,0.2459531986712351,0.10896327860432942,5,5,0.10896327860432942
„,0.2854800544874964,0.17739343860655035,0.10808661588094606,1,1,0.10808661588094606
phrase,0.0,0.10781983883916886,-0.10781983883916886,0,1,0.10781983883916886
birthdays,0.23513197821804907,0.1275945861173948,0.10753739210065427,1,1,0.10753739210065427
actual,0.38598512463086293,0.27872848523861316,0.10725663939224978,1,1,0.10725663939224978
stressful,0.3072460620456893,0.20005516771579143,0.1071908943298979,1,1,0.1071908943298979
perfectly,0.10706647770495442,0.0,0.10706647770495442,1,0,0.10706647770495442
frame,0.3512791809453393,0.2443164842202585,0.10696269672508077,1,1,0.10696269672508077
fact,0.10592822160611821,0.0,0.10592822160611821,1,0,0.10592822160611821
beyond,0.10592367498479002,0.0,0.10592367498479002,1,0,0.10592367498479002
upon,0.10571080241323748,0.0,0.10571080241323748,1,0,0.10571080241323748
something,0.3545381314413497,0.24884279189864916,0.10569533954270055,2,2,0.10569533954270055
expected,0.10562556951495876,0.0,0.10562556951495876,1,0,0.10562556951495876
read,0.10546670256348466,0.0,0.10546670256348466,1,0,0.10546670256348466
sure,0.12482550931606323,0.22964228241957782,-0.10481677310351459,1,1,0.10481677310351459
understand,0.22813031016750956,0.12355171585871795,0.10457859430879161,2,1,0.10457859430879161
keep,0.18662326818561978,0.29119913436103206,-0.10457586617541229,1,1,0.10457586617541229
tail,0.10370651918810726,0.0,0.10370651918810726,1,0,0.10370651918810726
jobs,0.0,0.10367997996322328,-0.10367997996322328,0,1,0.10367997996322328
attached,0.0,0.10352417059025733,-0.10352417059025733,0,1,0.10352417059025733
converted,0.3332296330460889,0.22998293817982865,0.10324669486626023,1,1,0.10324669486626023
horizon,0.0,0.10313824306150775,-0.10313824306150775,0,1,0.10313824306150775
funeral,0.20081601598288726,0.09789570940964439,0.10292030657324287,1,1,0.10292030657324287
residency,0.09589479995695244,0.19817774997400162,-0.10228295001704918,1,1,0.10228295001704918
attend,0.10226988349245124,0.0,0.10226988349245124,1,0,0.10226988349245124
else,0.10103667115674853,0.0,0.10103667115674853,1,0,0.10103667115674853
purchase,1.0,0.8997458633226979,0.1002541366773021,1,1,0.1002541366773021
know,0.32171223171738045,0.22151291748826643,0.10019931422911402,4,4,0.10019931422911402
morning,0.0654881782082883,0.16540593708774315,-0.09991775887945485,1,2,0.09991775887945485
bf,0.2699380177556409,0.3696628449963269,-0.09972482724068599,2,2,0.09972482724068599
grew,0.09933240776027895,0.0,0.09933240776027895,1,0,0.09933240776027895
syndrome,0.0,0.09931581690286306,-0.09931581690286306,0,1,0.09931581690286306
routine,0.09899583019444858,0.0,0.09899583019444858,1,0,0.09899583019444858
bisexual,0.22874583507111373,0.12981776022766206,0.09892807484345167,1,1,0.09892807484345167
country,0.09857254773356654,0.0,0.09857254773356654,1,0,0.09857254773356654
our,0.2027160406720211,0.3012753766704546,-0.09855933599843353,12,12,0.09855933599843353
kara,0.2766049361710604,0.17817067090745,0.0984342652636104,1,1,0.0984342652636104
baby,0.32260008252678274,0.22433361706362565,0.0982664654631571,4,4,0.0982664654631571
do,0.26977483155419807,0.3679128459018577,-0.09813801434765962,1,2,0.09813801434765962
wagging,0.0,0.09780156989016688,-0.09780156989016688,0,1,0.09780156989016688
almost,0.0626002041608271,0.16014888360488583,-0.09754867944405873,1,2,0.09754867944405873
phoebe,0.1985997410376028,0.10129739797214324,0.09730234306545957,1,1,0.09730234306545957
mil,0.44364012284758175,0.5405849171064533,-0.09694479425887154,3,2,0.09694479425887154
