token,importance_norm_yta,importance_norm_nta,diff
.,0.16099726241023668,0.26165849890669635,-0.10066123649645967
.,0.15653320774697044,0.2571260299092469,-0.10059282216227644
don,0.10400834300910146,0.0035026654078972362,0.10050567760120423
the,0.18825098573661253,0.08887047548411806,0.09938051025249448
.,0.20583572248194518,0.10665801211455438,0.0991777103673908
for,0.1078005773113736,0.0093677302953303,0.0984328470160433
the,0.04010480155027938,0.13749346077169963,-0.09738865922142026
.,0.16099726241023668,0.2571260299092469,-0.0961287674990102
.,0.05953691660225613,0.15565471698896122,-0.09611780038670509
.,0.15653320774697044,0.25227881732638846,-0.09574560957941802
my,0.9698047935060558,0.8740642986719911,0.09574049483406466
gift,0.02151206293051493,0.11718762006514946,-0.09567555713463453
i,0.11235377814627037,0.20771386119684937,-0.095360083050579
for,0.1078005773113736,0.012657179208204725,0.09514339810316888
the,0.18825098573661253,0.09394955788361987,0.09430142785299266
",",0.09820332903173085,0.004361595878687863,0.09384173315304298
.,0.16099726241023668,0.25227881732638846,-0.09128155491615178
our,0.16065459550749261,0.07019831804286045,0.09045627746463217
.,0.16099726241023668,0.07264745498767151,0.08834980742256517
color,0.22266017368713162,0.1343846666853136,0.08827550700181802
know,0.6644357636819901,0.7524810646693564,-0.08804530098736629
purse,0.13035600584291546,0.2181905348243491,-0.08783452898143365
the,0.006331048745441607,0.09394955788361987,-0.08761850913817827
got,0.1119126652683621,0.19897918880988197,-0.08706652354151986
i,0.11235377814627037,0.19835304425282516,-0.08599926610655478
",",0.09820332903173085,0.1841639946247697,-0.08596066559303886
hate,0.177424567314404,0.09217094157510722,0.08525362573929679
color,0.0632230544044891,0.14734886928981675,-0.08412581488532765
.,0.15653320774697044,0.07264745498767151,0.08388575275929892
the,0.46593862895784316,0.5497926503684406,-0.08385402141059745
i,0.11235377814627037,0.02853729123648124,0.08381648690978913
the,0.006331048745441607,0.08887047548411806,-0.08253942673867645
.,0.1155150409957472,0.037378504634476346,0.07813653636127085
i,0.39370767206126206,0.4714830862206857,-0.07777541415942363
.,0.1155150409957472,0.19262182559271074,-0.07710678459696353
.,0.07892019704517364,0.15565471698896122,-0.07673451994378758
color,0.22266017368713162,0.14734886928981675,0.07531130439731487
the,0.06247361154146053,0.13749346077169963,-0.0750198492302391
i,0.5443253748012353,0.4714830862206857,0.07284228858054964
i,0.11235377814627037,0.03981451605714809,0.07253926208912229
color,0.0632230544044891,0.1343846666853136,-0.0711616122808245
the,0.0667182855418487,0.13749346077169963,-0.07077517522985094
i,0.269077876597353,0.19835304425282516,0.07072483234452784
',0.07780686478724093,0.007645522995338476,0.07016134179190245
family,0.10421517319341207,0.03432171556692881,0.06989345762648326
in,0.13462024241629753,0.06480169694127019,0.06981854547502733
her,0.07161874465846525,0.0019945090557169916,0.06962423560274826
",",0.059828232415922965,0.1292314032338674,-0.06940317081794442
the,0.0667182855418487,0.00016660840465267246,0.06655167713719602
got,0.1119126652683621,0.0478154703157456,0.06409719495261651
the,0.06247361154146053,0.00016660840465267246,0.062307003136807856
i,0.269077876597353,0.20771386119684937,0.061364015400503624
the,0.6105472966301088,0.5497926503684406,0.060754646261668155
holidays,0.09324164975535346,0.033489027735856366,0.05975262201949709
',0.07780686478724093,0.020791482624402096,0.05701538216283883
.,0.20583572248194518,0.26165849890669635,-0.05582277642475117
",",0.059828232415922965,0.004361595878687863,0.0554666365372351
.,0.16099726241023668,0.10665801211455438,0.054339250295682304
it,0.0610814235041149,0.006812922811825137,0.054268500692289764
the,0.04010480155027938,0.09394955788361987,-0.053844756333340495
presents,0.2278864717439196,0.17513728537345985,0.05274918637045975
.,0.20583572248194518,0.2571260299092469,-0.0512903074273017
the,0.18825098573661253,0.13749346077169963,0.0507575249649129
.,0.20583572248194518,0.15565471698896122,0.05018100549298396
.,0.15653320774697044,0.10665801211455438,0.04987519563241606
the,0.04010480155027938,0.08887047548411806,-0.048765673933838675
the,0.46593862895784316,0.417794715565853,0.048143913391990145
.,0.05953691660225613,0.10665801211455438,-0.04712109551229825
.,0.20583572248194518,0.25227881732638846,-0.04644309484444328
',0.053141077806795625,0.007645522995338476,0.04549555481145715
opened,0.21061182066744072,0.16739656031980898,0.043215260347631734
her,0.07161874465846525,0.02867263347556219,0.04294611118290306
.,0.1155150409957472,0.07264745498767151,0.04286758600807569
for,0.052148797282159015,0.0093677302953303,0.042781066986828716
i,0.11235377814627037,0.06996419100140712,0.04238958714486325
color,0.10578005134683287,0.14734886928981675,-0.04156881794298388
.,0.07892019704517364,0.037378504634476346,0.041541692410697294
.,0.1155150409957472,0.15565471698896122,-0.04013967599321401
the,0.04010480155027938,0.00016660840465267246,0.03993819314562671
i,0.030369247954468843,0.06996419100140712,-0.03959494304693828
for,0.052148797282159015,0.012657179208204725,0.03949161807395429
got,0.23827216034648896,0.19897918880988197,0.03929297153660699
i,0.06762010579218153,0.02853729123648124,0.039082814555700285
",",0.14624934880094248,0.1841639946247697,-0.037914645823827225
i,0.269077876597353,0.23229874698857395,0.03677912960877905
but,0.08423252360490179,0.04768395575362954,0.036548567851272244
.,0.15653320774697044,0.19262182559271074,-0.0360886178457403
i,0.1988211168957639,0.23229874698857395,-0.033477630092810046
t,0.038011957376680776,0.004752042341810612,0.03325991503487016
',0.053141077806795625,0.020791482624402096,0.032349595182393526
really,0.2739735740868742,0.2419033057912205,0.03207026829565374
.,0.16099726241023668,0.19262182559271074,-0.03162456318247406
the,0.06247361154146053,0.09394955788361987,-0.03147594634215935
",",0.09820332903173085,0.1292314032338674,-0.031028074202136546
color,0.10578005134683287,0.1343846666853136,-0.02860461533848073
i,0.06762010579218153,0.03981451605714809,0.027805589735033436
.,0.07892019704517364,0.10665801211455438,-0.027737815069380736
wanted,0.02286287269441484,0.05058800033933293,-0.02772512764491809
the,0.0667182855418487,0.09394955788361987,-0.02723127234177118
wasn,0.06193604246328599,0.035070165689137844,0.026865876774148145
the,0.06247361154146053,0.08887047548411806,-0.026396863942657528
christmas,0.1566202045360909,0.1825416359043745,-0.025921431368283593
and,0.23207291556714757,0.20672934618167466,0.025343569385472914
like,0.00424857640650484,0.027835858626802015,-0.023587282220297174
.,0.05953691660225613,0.037378504634476346,0.022158411967779783
the,0.0667182855418487,0.08887047548411806,-0.022152189942269362
a,0.035381847379370696,0.01703361393871475,0.018348233440655944
",",0.14624934880094248,0.1292314032338674,0.017017945567075088
t,0.038011957376680776,0.02318087034823427,0.014831087028446505
t,0.01857006369833395,0.004752042341810612,0.013818021356523338
.,0.20583572248194518,0.19262182559271074,0.013213896889234439
.,0.05953691660225613,0.07264745498767151,-0.013110538385415385
a,0.035381847379370696,0.04766231521109029,-0.012280467831719592
here,0.12481606818777687,0.137013795696988,-0.012197727509211123
color,0.22266017368713162,0.23448927320665314,-0.011829099519521519
early,0.09739930036535246,0.08737499200846364,0.01002430835688882
i,0.030369247954468843,0.03981451605714809,-0.00944526810267925
i,0.1988211168957639,0.20771386119684937,-0.00889274430108547
.,0.1155150409957472,0.10665801211455438,0.00885702888119283
little,0.016432695651267155,0.024955411645574133,-0.008522715994306977
.,0.07892019704517364,0.07264745498767151,0.006272742057502126
the,0.006331048745441607,0.00016660840465267246,0.006164440340788934
.,0.16099726241023668,0.15565471698896122,0.005342545421275463
t,0.01857006369833395,0.02318087034823427,-0.00461080664990032
i,0.06762010579218153,0.06996419100140712,-0.002344085209225591
i,0.030369247954468843,0.02853729123648124,0.0018319567179876026
asked,0.050662073656146465,0.051633604502554525,-0.0009715308464080599
.,0.15653320774697044,0.15565471698896122,0.0008784907580092205
i,0.1988211168957639,0.19835304425282516,0.00046807264293874384
